vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.5	8.0_64.0	1.3	0.3	46	84	363	6	6	0	0.885	0.812	0.82	0.697	0.354	0.885	0.506	0.646
0.7_0.75	4.0_64.0	1.3	0.3	56	53	231	10	9	1	0.848	0.813	0.82	0.661	0.514	0.848	0.64	0.486
0.7_0.75	8.0_64.0	1.3	0.3	38	31	123	6	6	0	0.864	0.799	0.813	0.663	0.551	0.864	0.673	0.449
1.0	4.0_64.0	1.3	0.3	56	44	122	10	9	1	0.848	0.735	0.767	0.583	0.56	0.848	0.675	0.44
1.0	8.0_64.0	1.3	0.3	37	26	67	7	6	1	0.841	0.72	0.759	0.561	0.587	0.841	0.691	0.413
0.1_0.125	4.0_64.0	1.3	0.4	38	5546	9590	28	25	3	0.576	0.634	0.633	0.21	0.007	0.576	0.014	0.993
0.1_0.125	8.0_64.0	1.3	0.4	29	3529	6232	15	13	2	0.659	0.638	0.639	0.297	0.008	0.659	0.016	0.992
0.25	4.0_64.0	1.3	0.4	44	884	3675	22	19	3	0.667	0.806	0.804	0.473	0.047	0.667	0.088	0.953
0.25	8.0_64.0	1.3	0.4	33	490	2122	11	9	2	0.75	0.812	0.811	0.562	0.063	0.75	0.116	0.937
0.375	4.0_64.0	1.3	0.4	40	77	361	14	11	3	0.741	0.824	0.815	0.565	0.342	0.741	0.468	0.658
0.375	8.0_64.0	1.3	0.4	28	27	220	8	7	1	0.778	0.891	0.876	0.669	0.509	0.778	0.615	0.491
0.5	4.0_64.0	1.3	0.4	65	128	694	13	11	2	0.833	0.844	0.843	0.677	0.337	0.833	0.48	0.663
0.5	8.0_64.0	1.3	0.4	46	71	376	6	6	0	0.885	0.841	0.846	0.726	0.393	0.885	0.544	0.607
0.7_0.75	4.0_64.0	1.3	0.4	56	42	242	10	9	1	0.848	0.852	0.851	0.7	0.571	0.848	0.682	0.429
0.7_0.75	8.0_64.0	1.3	0.4	38	23	131	6	6	0	0.864	0.851	0.854	0.715	0.623	0.864	0.724	0.377
1.0	4.0_64.0	1.3	0.4	55	38	128	11	9	2	0.833	0.771	0.789	0.604	0.591	0.833	0.691	0.409
1.0	8.0_64.0	1.3	0.4	36	21	72	8	6	2	0.818	0.774	0.788	0.592	0.632	0.818	0.713	0.368
0.1_0.125	4.0_64.0	1.3	0.5	37	5339	9797	29	25	4	0.561	0.647	0.647	0.208	0.007	0.561	0.014	0.993
0.1_0.125	8.0_64.0	1.3	0.5	29	3408	6353	15	13	2	0.659	0.651	0.651	0.31	0.008	0.659	0.016	0.992
0.25	4.0_64.0	1.3	0.5	44	791	3768	22	19	3	0.667	0.826	0.824	0.493	0.053	0.667	0.098	0.947
0.25	8.0_64.0	1.3	0.5	33	439	2173	11	9	2	0.75	0.832	0.831	0.582	0.07	0.75	0.128	0.93
0.375	4.0_64.0	1.3	0.5	40	63	375	14	11	3	0.741	0.856	0.843	0.597	0.388	0.741	0.509	0.612
0.375	8.0_64.0	1.3	0.5	28	23	224	8	7	1	0.778	0.907	0.89	0.685	0.549	0.778	0.644	0.451
0.5	4.0_64.0	1.3	0.5	64	102	720	14	11	3	0.821	0.876	0.871	0.697	0.386	0.821	0.525	0.614
0.5	8.0_64.0	1.3	0.5	46	57	390	6	6	0	0.885	0.872	0.874	0.757	0.447	0.885	0.594	0.553
0.7_0.75	4.0_64.0	1.3	0.5	56	36	248	10	9	1	0.848	0.873	0.869	0.721	0.609	0.848	0.709	0.391
0.7_0.75	8.0_64.0	1.3	0.5	38	20	134	6	6	0	0.864	0.87	0.869	0.734	0.655	0.864	0.745	0.345
1.0	4.0_64.0	1.3	0.5	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375
1.0	8.0_64.0	1.3	0.5	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333
0.1_0.125	4.0_64.0	1.3	0.6	37	5065	10071	29	25	4	0.561	0.665	0.665	0.226	0.007	0.561	0.014	0.993
0.1_0.125	8.0_64.0	1.3	0.6	29	3249	6512	15	13	2	0.659	0.667	0.667	0.326	0.009	0.659	0.018	0.991
0.25	4.0_64.0	1.3	0.6	43	708	3851	23	19	4	0.652	0.845	0.842	0.497	0.057	0.652	0.105	0.943
0.25	8.0_64.0	1.3	0.6	32	398	2214	12	9	3	0.727	0.848	0.846	0.575	0.074	0.727	0.134	0.926
0.375	4.0_64.0	1.3	0.6	40	54	384	14	11	3	0.741	0.877	0.862	0.618	0.426	0.741	0.541	0.574
0.375	8.0_64.0	1.3	0.6	28	19	228	8	7	1	0.778	0.923	0.905	0.701	0.596	0.778	0.675	0.404
0.5	4.0_64.0	1.3	0.6	64	84	738	14	11	3	0.821	0.898	0.891	0.719	0.432	0.821	0.566	0.568
0.5	8.0_64.0	1.3	0.6	46	51	396	6	6	0	0.885	0.886	0.886	0.771	0.474	0.885	0.617	0.526
0.7_0.75	4.0_64.0	1.3	0.6	55	32	252	11	9	2	0.833	0.887	0.877	0.72	0.632	0.833	0.719	0.368
0.7_0.75	8.0_64.0	1.3	0.6	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339
1.0	4.0_64.0	1.3	0.6	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375
1.0	8.0_64.0	1.3	0.6	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333
0.1_0.125	4.0_64.0	1.3	0.7	37	4481	10655	29	25	4	0.561	0.704	0.703	0.265	0.008	0.561	0.016	0.992
0.1_0.125	8.0_64.0	1.3	0.7	29	2901	6860	15	13	2	0.659	0.703	0.703	0.362	0.01	0.659	0.02	0.99
0.25	4.0_64.0	1.3	0.7	43	618	3941	23	19	4	0.652	0.864	0.861	0.516	0.065	0.652	0.118	0.935
0.25	8.0_64.0	1.3	0.7	32	348	2264	12	9	3	0.727	0.867	0.864	0.594	0.084	0.727	0.151	0.916
0.375	4.0_64.0	1.3	0.7	40	40	398	14	11	3	0.741	0.909	0.89	0.65	0.5	0.741	0.597	0.5
0.375	8.0_64.0	1.3	0.7	28	17	230	8	7	1	0.778	0.931	0.912	0.709	0.622	0.778	0.691	0.378
0.5	4.0_64.0	1.3	0.7	64	74	748	14	11	3	0.821	0.91	0.902	0.731	0.464	0.821	0.593	0.536
0.5	8.0_64.0	1.3	0.7	46	44	403	6	6	0	0.885	0.902	0.9	0.787	0.511	0.885	0.648	0.489
0.7_0.75	4.0_64.0	1.3	0.7	55	30	254	11	9	2	0.833	0.894	0.883	0.727	0.647	0.833	0.728	0.353
0.7_0.75	8.0_64.0	1.3	0.7	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339
1.0	4.0_64.0	1.3	0.7	55	29	137	11	9	2	0.833	0.825	0.828	0.658	0.655	0.833	0.733	0.345
1.0	8.0_64.0	1.3	0.7	36	17	76	8	6	2	0.818	0.817	0.818	0.635	0.679	0.818	0.742	0.321
0.1_0.125	4.0_64.0	1.3	0.8	37	4018	11118	29	25	4	0.561	0.735	0.734	0.296	0.009	0.561	0.018	0.991
0.1_0.125	8.0_64.0	1.3	0.8	29	2608	7153	15	13	2	0.659	0.733	0.732	0.392	0.011	0.659	0.022	0.989
0.25	4.0_64.0	1.3	0.8	42	550	4009	24	19	5	0.636	0.879	0.876	0.515	0.071	0.636	0.128	0.929
0.25	8.0_64.0	1.3	0.8	32	313	2299	12	9	3	0.727	0.88	0.878	0.607	0.093	0.727	0.165	0.907
0.375	4.0_64.0	1.3	0.8	39	35	403	15	11	4	0.722	0.92	0.898	0.642	0.527	0.722	0.609	0.473
0.375	8.0_64.0	1.3	0.8	28	17	230	8	7	1	0.778	0.931	0.912	0.709	0.622	0.778	0.691	0.378
0.5	4.0_64.0	1.3	0.8	64	64	758	14	11	3	0.821	0.922	0.913	0.743	0.5	0.821	0.621	0.5
0.5	8.0_64.0	1.3	0.8	46	41	406	6	6	0	0.885	0.908	0.906	0.793	0.529	0.885	0.662	0.471
0.7_0.75	4.0_64.0	1.3	0.8	55	30	254	11	9	2	0.833	0.894	0.883	0.727	0.647	0.833	0.728	0.353
0.7_0.75	8.0_64.0	1.3	0.8	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339
1.0	4.0_64.0	1.3	0.8	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312
1.0	8.0_64.0	1.3	0.8	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	1.3	0.9	37	3644	11492	29	25	4	0.561	0.759	0.758	0.32	0.01	0.561	0.02	0.99
0.1_0.125	8.0_64.0	1.3	0.9	29	2370	7391	15	13	2	0.659	0.757	0.757	0.416	0.012	0.659	0.024	0.988
0.25	4.0_64.0	1.3	0.9	42	491	4068	24	19	5	0.636	0.892	0.889	0.528	0.079	0.636	0.141	0.921
0.25	8.0_64.0	1.3	0.9	32	283	2329	12	9	3	0.727	0.892	0.889	0.619	0.102	0.727	0.179	0.898
0.375	4.0_64.0	1.3	0.9	39	27	411	15	11	4	0.722	0.938	0.915	0.66	0.591	0.722	0.65	0.409
0.375	8.0_64.0	1.3	0.9	28	15	232	8	7	1	0.778	0.939	0.919	0.717	0.651	0.778	0.709	0.349
0.5	4.0_64.0	1.3	0.9	63	56	766	15	11	4	0.808	0.932	0.921	0.74	0.529	0.808	0.639	0.471
0.5	8.0_64.0	1.3	0.9	45	35	412	7	6	1	0.865	0.922	0.916	0.787	0.562	0.865	0.681	0.438
0.7_0.75	4.0_64.0	1.3	0.9	54	28	256	12	9	3	0.818	0.901	0.886	0.719	0.659	0.818	0.73	0.341
0.7_0.75	8.0_64.0	1.3	0.9	37	18	136	7	6	1	0.841	0.883	0.874	0.724	0.673	0.841	0.748	0.327
1.0	4.0_64.0	1.3	0.9	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312
1.0	8.0_64.0	1.3	0.9	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	1.3	1.0	37	3330	11806	29	25	4	0.561	0.78	0.779	0.341	0.011	0.561	0.022	0.989
0.1_0.125	8.0_64.0	1.3	1.0	29	2163	7598	15	13	2	0.659	0.778	0.778	0.437	0.013	0.659	0.025	0.987
0.25	4.0_64.0	1.3	1.0	41	446	4113	25	19	6	0.621	0.902	0.898	0.523	0.084	0.621	0.148	0.916
0.25	8.0_64.0	1.3	1.0	32	255	2357	12	9	3	0.727	0.902	0.899	0.629	0.111	0.727	0.193	0.889
0.375	4.0_64.0	1.3	1.0	38	26	412	16	11	5	0.704	0.941	0.915	0.645	0.594	0.704	0.644	0.406
0.375	8.0_64.0	1.3	1.0	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341
0.5	4.0_64.0	1.3	1.0	63	51	771	15	11	4	0.808	0.938	0.927	0.746	0.553	0.808	0.657	0.447
0.5	8.0_64.0	1.3	1.0	45	31	416	7	6	1	0.865	0.931	0.924	0.796	0.592	0.865	0.703	0.408
0.7_0.75	4.0_64.0	1.3	1.0	54	27	257	12	9	3	0.818	0.905	0.889	0.723	0.667	0.818	0.735	0.333
0.7_0.75	8.0_64.0	1.3	1.0	37	18	136	7	6	1	0.841	0.883	0.874	0.724	0.673	0.841	0.748	0.327
1.0	4.0_64.0	1.3	1.0	55	24	142	11	9	2	0.833	0.855	0.849	0.688	0.696	0.833	0.758	0.304
1.0	8.0_64.0	1.3	1.0	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	1.4	0.0	38	7504	7632	28	25	3	0.576	0.504	0.505	0.08	0.005	0.576	0.01	0.995
0.1_0.125	8.0_64.0	1.4	0.0	29	4789	4972	15	13	2	0.659	0.509	0.51	0.168	0.006	0.659	0.012	0.994
0.25	4.0_64.0	1.4	0.0	46	1577	2982	20	19	1	0.697	0.654	0.655	0.351	0.028	0.697	0.054	0.972
0.25	8.0_64.0	1.4	0.0	35	881	1731	9	9	0	0.795	0.663	0.665	0.458	0.038	0.795	0.073	0.962
0.375	4.0_64.0	1.4	0.0	42	164	274	12	11	1	0.778	0.626	0.642	0.404	0.204	0.778	0.323	0.796
0.375	8.0_64.0	1.4	0.0	29	77	170	7	7	0	0.806	0.688	0.703	0.494	0.274	0.806	0.409	0.726
0.5	4.0_64.0	1.4	0.0	67	300	522	11	11	0	0.859	0.635	0.654	0.494	0.183	0.859	0.302	0.817
0.5	8.0_64.0	1.4	0.0	46	162	285	6	6	0	0.885	0.638	0.663	0.523	0.221	0.885	0.354	0.779
0.7_0.75	4.0_64.0	1.4	0.0	57	96	188	9	9	0	0.864	0.662	0.7	0.526	0.373	0.864	0.521	0.627
0.7_0.75	8.0_64.0	1.4	0.0	38	58	96	6	6	0	0.864	0.623	0.677	0.487	0.396	0.864	0.543	0.604
1.0	4.0_64.0	1.4	0.0	57	63	103	9	9	0	0.864	0.62	0.69	0.484	0.475	0.864	0.613	0.525
1.0	8.0_64.0	1.4	0.0	38	41	52	6	6	0	0.864	0.559	0.657	0.423	0.481	0.864	0.618	0.519
0.1_0.125	4.0_64.0	1.4	0.1	38	7263	7873	28	25	3	0.576	0.52	0.52	0.096	0.005	0.576	0.01	0.995
0.1_0.125	8.0_64.0	1.4	0.1	29	4633	5128	15	13	2	0.659	0.525	0.526	0.184	0.006	0.659	0.012	0.994
0.25	4.0_64.0	1.4	0.1	46	1485	3074	20	19	1	0.697	0.674	0.675	0.371	0.03	0.697	0.058	0.97
0.25	8.0_64.0	1.4	0.1	35	830	1782	9	9	0	0.795	0.682	0.684	0.477	0.04	0.795	0.076	0.96
0.375	4.0_64.0	1.4	0.1	42	149	289	12	11	1	0.778	0.66	0.673	0.438	0.22	0.778	0.343	0.78
0.375	8.0_64.0	1.4	0.1	29	65	182	7	7	0	0.806	0.737	0.746	0.543	0.309	0.806	0.447	0.691
0.5	4.0_64.0	1.4	0.1	67	283	539	11	11	0	0.859	0.656	0.673	0.515	0.191	0.859	0.313	0.809
0.5	8.0_64.0	1.4	0.1	46	154	293	6	6	0	0.885	0.655	0.679	0.54	0.23	0.885	0.365	0.77
0.7_0.75	4.0_64.0	1.4	0.1	57	89	195	9	9	0	0.864	0.687	0.72	0.551	0.39	0.864	0.537	0.61
0.7_0.75	8.0_64.0	1.4	0.1	38	51	103	6	6	0	0.864	0.669	0.712	0.533	0.427	0.864	0.572	0.573
1.0	4.0_64.0	1.4	0.1	57	59	107	9	9	0	0.864	0.645	0.707	0.509	0.491	0.864	0.626	0.509
1.0	8.0_64.0	1.4	0.1	38	40	53	6	6	0	0.864	0.57	0.664	0.434	0.487	0.864	0.623	0.513
0.1_0.125	4.0_64.0	1.4	0.2	38	6998	8138	28	25	3	0.576	0.538	0.538	0.114	0.005	0.576	0.01	0.995
0.1_0.125	8.0_64.0	1.4	0.2	29	4459	5302	15	13	2	0.659	0.543	0.544	0.202	0.006	0.659	0.012	0.994
0.25	4.0_64.0	1.4	0.2	46	1409	3150	20	19	1	0.697	0.691	0.691	0.388	0.032	0.697	0.061	0.968
0.25	8.0_64.0	1.4	0.2	35	778	1834	9	9	0	0.795	0.702	0.704	0.497	0.043	0.795	0.082	0.957
0.375	4.0_64.0	1.4	0.2	42	139	299	12	11	1	0.778	0.683	0.693	0.461	0.232	0.778	0.357	0.768
0.375	8.0_64.0	1.4	0.2	29	60	187	7	7	0	0.806	0.757	0.763	0.563	0.326	0.806	0.464	0.674
0.5	4.0_64.0	1.4	0.2	66	256	566	12	11	1	0.846	0.689	0.702	0.535	0.205	0.846	0.33	0.795
0.5	8.0_64.0	1.4	0.2	46	137	310	6	6	0	0.885	0.694	0.713	0.579	0.251	0.885	0.391	0.749
0.7_0.75	4.0_64.0	1.4	0.2	57	81	203	9	9	0	0.864	0.715	0.743	0.579	0.413	0.864	0.559	0.587
0.7_0.75	8.0_64.0	1.4	0.2	38	48	106	6	6	0	0.864	0.688	0.727	0.552	0.442	0.864	0.585	0.558
1.0	4.0_64.0	1.4	0.2	57	53	113	9	9	0	0.864	0.681	0.733	0.545	0.518	0.864	0.648	0.482
1.0	8.0_64.0	1.4	0.2	38	34	59	6	6	0	0.864	0.634	0.708	0.498	0.528	0.864	0.655	0.472
0.1_0.125	4.0_64.0	1.4	0.3	38	6684	8452	28	25	3	0.576	0.558	0.558	0.134	0.006	0.576	0.012	0.994
0.1_0.125	8.0_64.0	1.4	0.3	29	4228	5533	15	13	2	0.659	0.567	0.567	0.226	0.007	0.659	0.014	0.993
0.25	4.0_64.0	1.4	0.3	45	1325	3234	21	19	2	0.682	0.709	0.709	0.391	0.033	0.682	0.063	0.967
0.25	8.0_64.0	1.4	0.3	34	722	1890	10	9	1	0.773	0.724	0.724	0.497	0.045	0.773	0.085	0.955
0.375	4.0_64.0	1.4	0.3	41	122	316	13	11	2	0.759	0.721	0.726	0.48	0.252	0.759	0.378	0.748
0.375	8.0_64.0	1.4	0.3	28	49	198	8	7	1	0.778	0.802	0.799	0.58	0.364	0.778	0.496	0.636
0.5	4.0_64.0	1.4	0.3	66	234	588	12	11	1	0.846	0.715	0.727	0.561	0.22	0.846	0.349	0.78
0.5	8.0_64.0	1.4	0.3	46	116	331	6	6	0	0.885	0.74	0.756	0.625	0.284	0.885	0.43	0.716
0.7_0.75	4.0_64.0	1.4	0.3	57	73	211	9	9	0	0.864	0.743	0.766	0.607	0.438	0.864	0.581	0.562
0.7_0.75	8.0_64.0	1.4	0.3	38	41	113	6	6	0	0.864	0.734	0.763	0.598	0.481	0.864	0.618	0.519
1.0	4.0_64.0	1.4	0.3	57	50	116	9	9	0	0.864	0.699	0.746	0.563	0.533	0.864	0.659	0.467
1.0	8.0_64.0	1.4	0.3	38	31	62	6	6	0	0.864	0.667	0.73	0.531	0.551	0.864	0.673	0.449
0.1_0.125	4.0_64.0	1.4	0.4	38	6414	8722	28	25	3	0.576	0.576	0.576	0.152	0.006	0.576	0.012	0.994
0.1_0.125	8.0_64.0	1.4	0.4	29	4067	5694	15	13	2	0.659	0.583	0.584	0.242	0.007	0.659	0.014	0.993
0.25	4.0_64.0	1.4	0.4	44	1231	3328	22	19	3	0.667	0.73	0.729	0.397	0.035	0.667	0.067	0.965
0.25	8.0_64.0	1.4	0.4	33	665	1947	11	9	2	0.75	0.745	0.745	0.495	0.047	0.75	0.088	0.953
0.375	4.0_64.0	1.4	0.4	40	109	329	14	11	3	0.741	0.751	0.75	0.492	0.268	0.741	0.394	0.732
0.375	8.0_64.0	1.4	0.4	28	44	203	8	7	1	0.778	0.822	0.816	0.6	0.389	0.778	0.519	0.611
0.5	4.0_64.0	1.4	0.4	66	202	620	12	11	1	0.846	0.754	0.762	0.6	0.246	0.846	0.381	0.754
0.5	8.0_64.0	1.4	0.4	46	97	350	6	6	0	0.885	0.783	0.794	0.668	0.322	0.885	0.472	0.678
0.7_0.75	4.0_64.0	1.4	0.4	56	63	221	10	9	1	0.848	0.778	0.791	0.626	0.471	0.848	0.606	0.529
0.7_0.75	8.0_64.0	1.4	0.4	38	36	118	6	6	0	0.864	0.766	0.788	0.63	0.514	0.864	0.645	0.486
1.0	4.0_64.0	1.4	0.4	56	49	117	10	9	1	0.848	0.705	0.746	0.553	0.533	0.848	0.655	0.467
1.0	8.0_64.0	1.4	0.4	37	30	63	7	6	1	0.841	0.677	0.73	0.518	0.552	0.841	0.667	0.448
0.1_0.125	4.0_64.0	1.4	0.5	38	6157	8979	28	25	3	0.576	0.593	0.593	0.169	0.006	0.576	0.012	0.994
0.1_0.125	8.0_64.0	1.4	0.5	29	3904	5857	15	13	2	0.659	0.6	0.6	0.259	0.007	0.659	0.014	0.993
0.25	4.0_64.0	1.4	0.5	44	1118	3441	22	19	3	0.667	0.755	0.754	0.422	0.038	0.667	0.072	0.962
0.25	8.0_64.0	1.4	0.5	33	605	2007	11	9	2	0.75	0.768	0.768	0.518	0.052	0.75	0.097	0.948
0.375	4.0_64.0	1.4	0.5	40	95	343	14	11	3	0.741	0.783	0.778	0.524	0.296	0.741	0.423	0.704
0.375	8.0_64.0	1.4	0.5	28	34	213	8	7	1	0.778	0.862	0.852	0.64	0.452	0.778	0.572	0.548
0.5	4.0_64.0	1.4	0.5	66	171	651	12	11	1	0.846	0.792	0.797	0.638	0.278	0.846	0.418	0.722
0.5	8.0_64.0	1.4	0.5	46	86	361	6	6	0	0.885	0.808	0.816	0.693	0.348	0.885	0.5	0.652
0.7_0.75	4.0_64.0	1.4	0.5	56	57	227	10	9	1	0.848	0.799	0.809	0.647	0.496	0.848	0.626	0.504
0.7_0.75	8.0_64.0	1.4	0.5	38	35	119	6	6	0	0.864	0.773	0.793	0.637	0.521	0.864	0.65	0.479
1.0	4.0_64.0	1.4	0.5	56	47	119	10	9	1	0.848	0.717	0.754	0.565	0.544	0.848	0.663	0.456
1.0	8.0_64.0	1.4	0.5	37	29	64	7	6	1	0.841	0.688	0.737	0.529	0.561	0.841	0.673	0.439
0.1_0.125	4.0_64.0	1.4	0.6	38	5918	9218	28	25	3	0.576	0.609	0.609	0.185	0.006	0.576	0.012	0.994
0.1_0.125	8.0_64.0	1.4	0.6	29	3772	5989	15	13	2	0.659	0.614	0.614	0.273	0.008	0.659	0.016	0.992
0.25	4.0_64.0	1.4	0.6	44	1001	3558	22	19	3	0.667	0.78	0.779	0.447	0.042	0.667	0.079	0.958
0.25	8.0_64.0	1.4	0.6	33	548	2064	11	9	2	0.75	0.79	0.79	0.54	0.057	0.75	0.106	0.943
0.375	4.0_64.0	1.4	0.6	40	82	356	14	11	3	0.741	0.813	0.805	0.554	0.328	0.741	0.455	0.672
0.375	8.0_64.0	1.4	0.6	28	29	218	8	7	1	0.778	0.883	0.869	0.661	0.491	0.778	0.602	0.509
0.5	4.0_64.0	1.4	0.6	66	147	675	12	11	1	0.846	0.821	0.823	0.667	0.31	0.846	0.454	0.69
0.5	8.0_64.0	1.4	0.6	46	76	371	6	6	0	0.885	0.83	0.836	0.715	0.377	0.885	0.529	0.623
0.7_0.75	4.0_64.0	1.4	0.6	56	48	236	10	9	1	0.848	0.831	0.834	0.679	0.538	0.848	0.658	0.462
0.7_0.75	8.0_64.0	1.4	0.6	38	27	127	6	6	0	0.864	0.825	0.833	0.689	0.585	0.864	0.698	0.415
1.0	4.0_64.0	1.4	0.6	56	40	126	10	9	1	0.848	0.759	0.784	0.607	0.583	0.848	0.691	0.417
1.0	8.0_64.0	1.4	0.6	37	23	70	7	6	1	0.841	0.753	0.781	0.594	0.617	0.841	0.712	0.383
0.1_0.125	4.0_64.0	1.4	0.7	37	5698	9438	29	25	4	0.561	0.624	0.623	0.185	0.006	0.561	0.012	0.994
0.1_0.125	8.0_64.0	1.4	0.7	29	3633	6128	15	13	2	0.659	0.628	0.628	0.287	0.008	0.659	0.016	0.992
0.25	4.0_64.0	1.4	0.7	44	917	3642	22	19	3	0.667	0.799	0.797	0.466	0.046	0.667	0.086	0.954
0.25	8.0_64.0	1.4	0.7	33	498	2114	11	9	2	0.75	0.809	0.808	0.559	0.062	0.75	0.115	0.938
0.375	4.0_64.0	1.4	0.7	40	72	366	14	11	3	0.741	0.836	0.825	0.577	0.357	0.741	0.482	0.643
0.375	8.0_64.0	1.4	0.7	28	26	221	8	7	1	0.778	0.895	0.88	0.673	0.519	0.778	0.623	0.481
0.5	4.0_64.0	1.4	0.7	65	119	703	13	11	2	0.833	0.855	0.853	0.688	0.353	0.833	0.496	0.647
0.5	8.0_64.0	1.4	0.7	46	64	383	6	6	0	0.885	0.857	0.86	0.742	0.418	0.885	0.568	0.582
0.7_0.75	4.0_64.0	1.4	0.7	56	46	238	10	9	1	0.848	0.838	0.84	0.686	0.549	0.848	0.667	0.451
0.7_0.75	8.0_64.0	1.4	0.7	38	26	128	6	6	0	0.864	0.831	0.838	0.695	0.594	0.864	0.704	0.406
1.0	4.0_64.0	1.4	0.7	55	37	129	11	9	2	0.833	0.777	0.793	0.61	0.598	0.833	0.696	0.402
1.0	8.0_64.0	1.4	0.7	36	21	72	8	6	2	0.818	0.774	0.788	0.592	0.632	0.818	0.713	0.368
0.1_0.125	4.0_64.0	1.4	0.8	37	5432	9704	29	25	4	0.561	0.641	0.641	0.202	0.007	0.561	0.014	0.993
0.1_0.125	8.0_64.0	1.4	0.8	29	3467	6294	15	13	2	0.659	0.645	0.645	0.304	0.008	0.659	0.016	0.992
0.25	4.0_64.0	1.4	0.8	44	834	3725	22	19	3	0.667	0.817	0.815	0.484	0.05	0.667	0.093	0.95
0.25	8.0_64.0	1.4	0.8	33	453	2159	11	9	2	0.75	0.827	0.825	0.577	0.068	0.75	0.125	0.932
0.375	4.0_64.0	1.4	0.8	40	65	373	14	11	3	0.741	0.852	0.839	0.593	0.381	0.741	0.503	0.619
0.375	8.0_64.0	1.4	0.8	28	24	223	8	7	1	0.778	0.903	0.887	0.681	0.538	0.778	0.636	0.462
0.5	4.0_64.0	1.4	0.8	65	97	725	13	11	2	0.833	0.882	0.878	0.715	0.401	0.833	0.541	0.599
0.5	8.0_64.0	1.4	0.8	46	56	391	6	6	0	0.885	0.875	0.876	0.76	0.451	0.885	0.598	0.549
0.7_0.75	4.0_64.0	1.4	0.8	56	38	246	10	9	1	0.848	0.866	0.863	0.714	0.596	0.848	0.7	0.404
0.7_0.75	8.0_64.0	1.4	0.8	38	20	134	6	6	0	0.864	0.87	0.869	0.734	0.655	0.864	0.745	0.345
1.0	4.0_64.0	1.4	0.8	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375
1.0	8.0_64.0	1.4	0.8	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333
0.1_0.125	4.0_64.0	1.4	0.9	37	4963	10173	29	25	4	0.561	0.672	0.672	0.233	0.007	0.561	0.014	0.993
0.1_0.125	8.0_64.0	1.4	0.9	29	3196	6565	15	13	2	0.659	0.673	0.673	0.332	0.009	0.659	0.018	0.991
0.25	4.0_64.0	1.4	0.9	43	741	3818	23	19	4	0.652	0.837	0.835	0.489	0.055	0.652	0.101	0.945
0.25	8.0_64.0	1.4	0.9	32	412	2200	12	9	3	0.727	0.842	0.84	0.569	0.072	0.727	0.131	0.928
0.375	4.0_64.0	1.4	0.9	40	58	380	14	11	3	0.741	0.868	0.854	0.609	0.408	0.741	0.526	0.592
0.375	8.0_64.0	1.4	0.9	28	19	228	8	7	1	0.778	0.923	0.905	0.701	0.596	0.778	0.675	0.404
0.5	4.0_64.0	1.4	0.9	65	83	739	13	11	2	0.833	0.899	0.893	0.732	0.439	0.833	0.575	0.561
0.5	8.0_64.0	1.4	0.9	46	49	398	6	6	0	0.885	0.89	0.89	0.775	0.484	0.885	0.626	0.516
0.7_0.75	4.0_64.0	1.4	0.9	56	35	249	10	9	1	0.848	0.877	0.871	0.725	0.615	0.848	0.713	0.385
0.7_0.75	8.0_64.0	1.4	0.9	38	19	135	6	6	0	0.864	0.877	0.874	0.741	0.667	0.864	0.753	0.333
1.0	4.0_64.0	1.4	0.9	55	32	134	11	9	2	0.833	0.807	0.815	0.64	0.632	0.833	0.719	0.368
1.0	8.0_64.0	1.4	0.9	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333
0.1_0.125	4.0_64.0	1.4	1.0	37	4535	10601	29	25	4	0.561	0.7	0.7	0.261	0.008	0.561	0.016	0.992
0.1_0.125	8.0_64.0	1.4	1.0	29	2923	6838	15	13	2	0.659	0.701	0.7	0.36	0.01	0.659	0.02	0.99
